sk_local;de_regiao;sg_uf;de_estado;nm_municipio;nm_bairro;nm_logradouro;nu_logradouro;cd_cep;vl_latitude;vl_longitude
186;Região Sudeste;SP;São Paulo;SAO PAULO;LIBERDADE;RUA JOSE GETULIO;547;01509001;-23,569844;-46,6333122
187;Região Sul;PR;Paraná;CURITIBA;VILA HAUER;RUA FREI H DE COIMBRA;766;81630220;-25,4790904;-49,2495992
188;Região Sudeste;SP;São Paulo;SOROCABA;JARDIM DAS MAGNOLIAS;AVENIDA SOROCABA;591;18044390;-23,5151496;-47,4822957
189;Região Sul;SC;Santa Catarina;BLUMENAU;VELHA;RUA BENJAMIN C MARGARIDA;96;89041490;-26,9126258;-49,1171157
190;Região Sul;PR;Paraná;VERE;CENTRO;AVENIDA GETULIO VARGAS;SN;85585000;-25,8809275;-52,9081285
191;Região Sudeste;SP;São Paulo;SAO BERNARDO DO CAMPO;NOVA PETROPOLIS;RUA CIDADE DE SAO SEBASTIAO;230;09770550;-23,710495;-46,5393111
192;Região Sudeste;RJ;Rio de Janeiro;CABO FRIO;ARMACAO DOS BUZIOS;AVENIDA JOSE BENTO RIB DANTAS;534;28905090;-22,8760986;-42,0357349
193;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;SANTA TEREZINHA;RUA ANTONIO FALABELA;146;31360200;-19,8764889;-44,0107216
194;Região Sudeste;SP;São Paulo;GUARATINGUETA;POTIM;RUA ANTONIO DE O PORTES;271;12510470;-22,8399228;-45,254401
195;Região Sudeste;SP;São Paulo;SAO PAULO;VILA NOVA CACHOEIRINHA;RUA ARATANJI;213;02613070;-23,4739836;-46,6613101
196;Região Centro-Oeste;MT;Mato Grosso;PORTO ALEGRE DO NORTE;ZONA RURAL;LOTEAMENTO PRIMAVERA;SN;78655000;-10,88536;-51,638892
197;Região Centro-Oeste;GO;Goiás;ANAPOLIS;JUNDIAI;AVENIDA CONTORNO DA MATO GROSSO;45A;75045190;-16,328546;-48,953403
198;Região Centro-Oeste;GO;Goiás;GOIANIA;MARISTA;RUA 1136;491;74180150;-16,6985314;-49,2559653
199;Região Nordeste;BA;Bahia;SALVADOR;AGUA DE MENINOS;AVENIDA JEQUITAIA;2079;40460120;-12,9583736;-38,5027362
200;Região Sul;RS;Rio Grande do Sul;SANTA MARIA;CENTRO;RUA TUIUTI;2420;97050420;-29,6860406;-53,8019467
201;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;SERRARIA;RUA BECO DOS AMIGOS;23;91770300;-30,16273;-51,2284152
202;Região Sul;RS;Rio Grande do Sul;TORRES;QUARTO DISTRITO;VILA MORRO AZUL;SN;95560000;-29,3344108;-49,723909
203;Região Sul;RS;Rio Grande do Sul;CAXIAS DO SUL;BELA VISTA;ESTRADA FEDERAL BR;116;95000000;-18,6759421;-41,9888198
204;Região Sul;SC;Santa Catarina;HERVAL D OESTE;SEDE;LOCALIDADE BARREIROS;SN;89610000;-27,2006894;-51,4099625
205;Região Sul;RS;Rio Grande do Sul;OSORIO;LARANJEIRAS DISTRITO;ESTRADA RS 30;227;95520972;-29,9034836;-50,2728046
206;Região Sul;RS;Rio Grande do Sul;GRAVATAI;BOM PRINCIPIO;RUA AGUAS BRANCAS;256;94070130;-29,9341421;-51,0726757
207;Região Sul;RS;Rio Grande do Sul;SAO GABRIEL;SEDE;RUA BARAO DO CAMBAY;505;97300000;-30,3387949;-54,3237449
208;Região Sul;SC;Santa Catarina;ICARA;LAGOA DOS ESTEVES;ESTRADA GERAL;;88820000;-28,7139392;-49,3019108
209;Região Sul;RS;Rio Grande do Sul;QUARAI;;RUA CHICO CORREA;321;97560000;-30,3891141;-56,455346
210;Região Sul;RS;Rio Grande do Sul;SANTA CRUZ DO SUL;CENTRO;RUA SENADOR PINHEIRO MACHADO;803;96810136;-29,7213634;-52,4300137
211;Região Sudeste;MG;Minas Gerais;SETE LAGOAS;CENTRO;RUA JOSE DUARTE DE PAIVA;534;35700059;-19,4560781;-44,2520589
212;Região Sudeste;SP;São Paulo;OURINHOS;VILA PERINO;AVENIDA JACINTO SA;830;19904565;-22,9746392;-49,86482
213;Região Sudeste;ES;Espírito Santo;CACHOEIRO DE ITAPEMIRIM;AMARAL;RUA PROFESSOR GILCEU MACHADO;44;29300000;-20,8573175;-41,1079944
214;Região Sudeste;MG;Minas Gerais;MONTES CLAROS;SAGRADA FAMILIA;RUA JASMIM;156;39401028;-16,7368647;-43,8652467
215;Região Sudeste;MG;Minas Gerais;UBERLANDIA;CENTRO;RUA CORONEL ANTONIO A PEREIRA;545;38401730;-18,9171324;-48,2741864
216;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;PENHA CIRCULAR;RUA DO ARROZ;90;21011070;-22,8184555;-43,2796098
217;Região Sudeste;RJ;Rio de Janeiro;SAPUCAIA;JAMAPARA;AVENIDA PAULINO FERNANDES;SN;25880000;-21,9912994;-42,9075598
218;Região Sudeste;ES;Espírito Santo;SANTA TERESA;ALTO SANTA MARIA;RUA VARZEA ALEGRE;SN;29650000;-19,9368278;-40,5983289
219;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;CENTRO;RUA DO PASSEIO;70;20021290;-22,9130672;-43,1774784
220;Região Sudeste;SP;São Paulo;SAO PAULO;INDIANOPOLIS;RUA INHAMBU;902;04520912;-23,6023785;-46,6696228
221;Região Sudeste;SP;São Paulo;SANTOS;PONTA DA PRAIA;AVENIDA PEDRO LESSA;905;11025001;-23,9762005;-46,3019789
222;Região Sudeste;SP;São Paulo;SAO PAULO;SE;RUA COM AFONSO KHERLAKIAN;79;08210040;-23,5411054;-46,6314614
223;Região Sudeste;ES;Espírito Santo;COLATINA;SANTO ANTONIO;RUA 31 DE MARCO;64;29700778;-19,5180946;-40,6542834
224;Região Sudeste;RJ;Rio de Janeiro;VOLTA REDONDA;SANTO AGOSTINHO;RUA NOVA YORK;90;27211440;-22,4853005;-44,0813382
225;Região Sudeste;SP;São Paulo;SAO PAULO;VILA CAMPESTRE;RUA PRINC DAS ASTURIAS;121;04331100;-23,658744;-46,6510791
226;Região Sudeste;SP;São Paulo;SAO PAULO;JABAQUARA;AVENIDA PEDRO BUENO;319;04342010;-23,6341872;-46,6472135
227;Região Nordeste;BA;Bahia;IGUAI;CENTRO;RUA RODOLFO NOVAES;1;45280000;-14,7532122;-40,0897858
228;Região Centro-Oeste;MT;Mato Grosso;CUIABA;JARDIM PAULISTA;AVENIDA CARMINDO DE CAMPOS;1950;78070100;-15,6203842;-56,0857739
229;Região Sudeste;SP;São Paulo;LARANJAL PAULISTA;CENTRO;RUA GUILHERME MARCONI;611;18500000;-23,0561417;-47,8349201
230;Região Sul;SC;Santa Catarina;CHAPECO;JARDIM ITALIA;RUA MATO GROSSO D;1085;89802271;-27,1062354;-52,620441
231;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;SANTA EFIGENIA;RUA PIAUI;200;30150320;-19,9233112;-43,9245826
232;Região Sudeste;SP;São Paulo;SAO PAULO;VILA BUENOS AIRES;RUA IMPERIAL;250;03737010;-23,5075582;-46,5118066
233;Região Sudeste;MG;Minas Gerais;BORDA DA MATA;CENTRO;LOCALIDADE CALCADAO S M CARVALHO;35;37564000;-22,2691578;-46,1640692
234;Região Sul;PR;Paraná;IVAIPORA;CENTRO;AVENIDA BRASIL;1350;86870000;-24,236505;-51,6683809
235;Região Sul;PR;Paraná;SAPOPEMA;CENTRO;AVENIDA MANOEL RIBAS;324;84290000;-23,9105966;-50,5802112
236;Região Sudeste;ES;Espírito Santo;COLATINA;SAO SILVANO;AVENIDA SILVIO AVIDOS;1816;29703100;-19,5188333;-40,6446916
237;Região Sudeste;SP;São Paulo;ITAPETININGA;CENTRO;RUA JOAO ADOLFO;1514;18200353;-23,5801027;-48,0325621
238;Região Sul;PR;Paraná;CURITIBA;HAUER;RUA CARLOS DE LAET;1665;81610050;-25,477975;-49,2449071
239;Região Sudeste;SP;São Paulo;SAO PAULO;VILA CALIFORNIA;RUA FRANCISCO REBELO;506;03212000;-23,6041129;-46,5611618
240;Região Sul;SC;Santa Catarina;JOINVILLE;BOA VISTA;RUA IVO VARELA;130;89200000;-26,3103855;-48,8277554
241;Região Sul;PR;Paraná;CURITIBA;;RUA COMENDADOR ARAUJO;143;80420900;-25,4348457;-49,2772171
242;Região Sudeste;MG;Minas Gerais;PAULA CANDIDO;CENTRO;RUA CAPITAO MARTINHO;227;36544000;-20,8742187;-42,973026
243;Região Sul;PR;Paraná;LONDRINA;JARDIM GUANABARA;RUA CAIENA;99;86030495;-23,3044524;-51,1695824
244;Região Sul;PR;Paraná;ORTIGUEIRA;BAIRRO DOS FRANCA;RUA PRINCIPAL;SN;84381970;-24,2066425;-50,924438
245;Região Sul;SC;Santa Catarina;CAIBI;CENTRO;RUA DO COMERCIO;;89888000;-27,0738808;-53,2493006
246;Região Sudeste;MG;Minas Gerais;ABRE CAMPO;ZONA RURAL;SITIO CACHOEIRINHA;SN;35365000;-20,3001336;-42,4747054
247;Região Sudeste;SP;São Paulo;SAO PAULO;CAPELA DO SOCORRO;AVENIDA DOUTOR LUIS ARROBAS MARTINS;6;04781000;-23,6872868;-46,7022899
248;Região Sudeste;SP;São Paulo;BASTOS;JARDIM BRASILIA;RUA PARANA;24;17690000;-21,925107;-50,7406812
249;Região Sudeste;SP;São Paulo;SAO PAULO;CENTRO;RUA BAR DE ITAPETININGA;255;08210040;-23,5443651;-46,6414802
250;Região Sudeste;SP;São Paulo;MOGI MIRIM;CENTRO;RUA ULHOA CINTRA;600;13800002;-22,4334658;-46,9566083
251;Região Sudeste;SP;São Paulo;IBIUNA;CENTRO;RUA PINDUCA SOARES;207;18150000;-23,6563725;-47,2200581
252;Região Sudeste;SP;São Paulo;SAO PAULO;INDIANOPOLIS;AVENIDA INDIANOPOLIS;2456;04062002;-23,6194969;-46,6480953
253;Região Nordeste;PB;Paraíba;JOAO PESSOA;CENTRO;RUA ARTUR AQUILES;66;58013140;-7,1191776;-34,8826593
254;Região Sudeste;SP;São Paulo;MAUA;CAPUAVA;RUA CABO JOAO ROMEU TEIXEIRA;310;09380170;-23,6528133;-46,4923353
255;Região Nordeste;BA;Bahia;SALVADOR;ITAPOA;RUA VALDER XAVIER DE LIMA;29;40301155;-12,9730401;-38,502304
256;Região Nordeste;CE;Ceará;FORTALEZA;BOM FUTURO;RUA FREI ORLANDO;235;60425290;-3,7561267;-38,546957
257;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;RIO COMPRIDO;RUA PAULA FRASSINETTI;134;20261170;-22,9260092;-43,2123842
258;Região Sudeste;SP;São Paulo;ITAPEVI;DOS ABREUS;PRACA JOAO MONEYOUR;88;06653230;-23,547471;-46,9275157
259;Região Sudeste;SP;São Paulo;DRACENA;CENTRO;AVENIDA PRESIDENTE ROOSEVELT;867;17900970;-21,488013;-51,5363783
260;Região Sul;SC;Santa Catarina;CAIBI;CENTRO;AVENIDA PROGRESSO;SN;89888000;-27,0740008;-53,2500625
261;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;CENTRO;RUA JERONIMO COELHO;305;88010030;-27,594979;-48,551728
262;Região Sudeste;SP;São Paulo;BOTUCATU;VILA PADOVAN;RUA CORONEL JOSE VITORIANO VILLAS BOAS;1112;18607710;-22,8841808;-48,4441654
263;Região Sudeste;MG;Minas Gerais;PARA DE MINAS;SANTOS DUMONT;RUA ANTONIO FABIANO;112;35660326;-19,8406703;-44,6070529
264;Região Nordeste;AL;Alagoas;CAJUEIRO;CENTRO;RUA DA LINHA;SN;57770000;-9,3791223;-36,1597342
265;Região Sudeste;SP;São Paulo;PARANAPANEMA;CENTRO;RUA JOSE DO PATROCINIO;405;18720000;-23,3870414;-48,7262178
266;Região Sudeste;SP;São Paulo;BOFETE;CENTRO;RUA JOAO BIAGIONI PIO;168;18590000;-23,1012119;-48,2616994
267;Região Norte;TO;Tocantins;PARAISO DO TOCANTINS;CENTRO;RUA JOSE BONIFACIO;147;77600000;-10,1777477;-48,8809067
268;Região Centro-Oeste;GO;Goiás;SANTA BARBARA DE GOIAS;SETOR CENTRAL;PRACA SEBASTIAO VAZ;4;75394970;-16,5743478;-49,6940732
269;Região Sudeste;SP;São Paulo;GUARULHOS;JARDIM CUMBICA;AVENIDA JOAO VELOSO DA SILVA;380;07180000;-23,4524394;-46,4828577
270;Região Sul;SC;Santa Catarina;IRINEOPOLIS;CENTRO;RUA 8 DE MAIO;28;89440000;-26,2429228;-50,795168
271;Região Norte;AC;Acre;RIO BRANCO;AREAL;VIA CHICO MENDES;695;69906116;-9,9834251;-67,8065445
272;Região Norte;TO;Tocantins;PALMAS;PLANO DIRETOR SUL;QUADRA 804 SUL ALAMEDA 5;1;77023010;-10,233297;-48,3264233
273;Região Sudeste;SP;São Paulo;SAO PAULO;MOEMA;AVENIDA REPUBLICA DO LIBANO;2099;04501003;-23,5979582;-46,661274
274;Região Nordeste;CE;Ceará;FORTALEZA;VILA PERY;RUA MIRTES ROCHA;354;60721140;-3,7823467;-38,5800252
275;Região Norte;PA;Pará;ANANINDEUA;CIDADE NOVA;TRAVESSA WE;35;67133180;-1,3593738;-48,4028777
276;Região Nordeste;MA;Maranhão;BALSAS;SETOR INDUSTRIAL;RUA PROJETADA;SN;65800000;-7,5229754;-46,0336504
277;Região Sudeste;MG;Minas Gerais;VICOSA;NOVA ERA;AVENIDA JACOB LOPES CASTRO;100;36570000;-20,7548659;-42,8785788
278;Região Nordeste;MA;Maranhão;SAO LUIS;COHAMA;AVENIDA DANIEL DE LA TOUCHE;987;65074115;-2,527453;-44,2550163
279;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;RIACHO FUNDO 1;QN 7 CONJUNTO 22;;71805722;-15,8804735;-48,0199726
280;Região Sul;PR;Paraná;TELEMACO BORBA;JARDIM BANDEIRANTES;RUA MANOEL PRETO;32;84269180;-24,3340741;-50,6554473
281;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM MARINGA;AVENIDA ITAQUERA;796;03526000;-23,5546437;-46,515545
282;Região Sudeste;SP;São Paulo;JAU;JARDIM PADRE AUGUSTO SANI;RUA JOAO GERALDO CLARO;166;17213403;-22,3123814;-48,5915581
283;Região Norte;AM;Amazonas;PAUINI;CIDADE ALTA;AVENIDA DANILO CORREA;SN;69860000;-7,7143584;-66,9765208
284;Região Sudeste;MG;Minas Gerais;GOVERNADOR VALADARES;PORTO DAS CANOAS;RUA A;10;35022651;-18,8667494;-41,9732357
285;Região Sudeste;MG;Minas Gerais;BETIM;VIANOPOLIS;RUA LAGOA DOURADA;107;32628076;-19,9540197;-44,1184353
286;Região Nordeste;PE;Pernambuco;ARARIPINA;CENTRO;AVENIDA GOVERNADOR MUNIZ FALCAO;SN;56280000;-7,5841062;-40,5019729
287;Região Sudeste;SP;São Paulo;OSASCO;KM 18;RUA ANTONIO ZANCO;79;06192130;-23,5275105;-46,8042892
288;Região Sudeste;SP;São Paulo;SAO PAULO;REPUBLICA;RUA SETE DE ABRIL;118;01043000;-23,5465859;-46,6405827
289;Região Nordeste;MA;Maranhão;BARRA DO CORDA;TAMARINDO;AVENIDA ELIEZER MOREIRA;253;65950000;-5,5047711;-45,2520016
290;Região Norte;TO;Tocantins;NOVO JARDIM;CENTRO;RUA DONHA PINTO CARVALHO;SN;77318000;-11,8201782;-46,6236058
291;Região Sudeste;ES;Espírito Santo;CARIACICA;VILA PALESTINA;AVENIDA JERUZALEM;47;29145620;-20,3433296;-40,3935511
292;Região Sudeste;SP;São Paulo;ARARAQUARA;JARDIM IMPERADOR;RUA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;926;14806202;-21,75025;-48,1618945
293;Região Centro-Oeste;MS;Mato Grosso do Sul;BRASILANDIA;CENTRO;RUA DOUTOR TEIXEIRA DE CARVALHO;444;79670000;-21,255102;-52,0355549
294;Região Sudeste;SP;São Paulo;SAO PAULO;VILA CLEMENTINO;RUA DOUTOR DIOGO DE FARIA;1155;04037004;-23,5953645;-46,6479752
295;Região Sudeste;SP;São Paulo;PIRACICABA;PAULICEIA;RUA VIRGILIO FURLAN;1277;13424080;-22,7544969;-47,6447326
296;Região Sudeste;MG;Minas Gerais;UBERLANDIA;TIBERY;RUA ROMA;643;38405076;-18,902623;-48,2519507
297;Região Sul;RS;Rio Grande do Sul;FREDERICO WESTPHALEN;CENTRO;RUA 21 DE ABRIL;374;98400000;-27,3620684;-53,3978427
298;Região Sul;RS;Rio Grande do Sul;SAO BORJA;CENTRO;RUA RIACHUELO;1010;97670000;-28,6592231;-56,0081974
299;Região Sudeste;MG;Minas Gerais;SAO FRANCISCO;APARECIDA;RUA CASILDA DULCE DOS SANTOS;1674;39300000;-15,9610185;-44,8579311
300;Região Sudeste;ES;Espírito Santo;CACHOEIRO DE ITAPEMIRIM;BNH;RUA ALCEBIADES JOSE SOBREIRA;96;29313155;-20,8391089;-41,156889
301;Região Sudeste;SP;São Paulo;FRANCA;VILA FORMOSA;RUA PEDRO BERDU DIAS;3251;14405152;-20,5248861;-47,4040493
302;Região Sudeste;SP;São Paulo;SERRA AZUL;CENTRO;AVENIDA HORACIO NEGRISOLO;43;14230000;-21,3115279;-47,5642608
303;Região Nordeste;PI;Piauí;PEDRO LAURENTINO;CENTRO;RUA AUGUSTO ENEAS CARVALHO;SN;64728970;-8,0664805;-42,2877782
304;Região Nordeste;PE;Pernambuco;BELO JARDIM;EDSON MORORO MOURA;RUA DIARIO DE PERNAMBUCO;100;55150615;-8,336385;-36,4173092
305;Região Centro-Oeste;MT;Mato Grosso;CUIABA;CAMPO VELHO;RUA SAO MATEUS;64;78065258;-15,5754036;-56,1000102
306;Região Sul;RS;Rio Grande do Sul;MUCUM;FATIMA;AVENIDA NOSSA SENHORA DE FATIMA;1285;95970000;-29,1529531;-51,8596569
307;Região Sudeste;MG;Minas Gerais;CONTAGEM;SAO JOAQUIM;RUA SAFIRA;113;32113030;-19,8793309;-44,0232474
308;Região Norte;TO;Tocantins;ARAGUAINA;JK;RUA ARAGUACI;67;77816180;-7,1858818;-48,209071
309;Região Centro-Oeste;MT;Mato Grosso;COLIDER;CENTRO;AVENIDA MARECHAL RONDON;137;78500970;-10,8079828;-55,4571289
310;Região Sudeste;ES;Espírito Santo;LINHARES;CENTRO;AVENIDA VITORIA;2091;29900081;-19,3930805;-40,0670819
311;Região Centro-Oeste;MS;Mato Grosso do Sul;DOURADOS;CENTRO;RUA JOAQUIM TEIXEIRA ALVES;1570;79801015;-22,2293288;-54,8121751
312;Região Sudeste;SP;São Paulo;BERTIOGA;JARDIM PAULISTA;RUA GENERAL OSORIO;259;11250000;-23,8392171;-46,1339912
313;Região Nordeste;BA;Bahia;PRADO;CENTRO;RUA DANIEL FILHO;25;45980000;-17,3340784;-39,2250585
314;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM HELENA;RUA LORENZO PENNA;57;08371160;-23,5955076;-46,450417
315;Região Nordeste;CE;Ceará;MARACANAU;ACARACUZINHO;AVENIDA LATERAL NORTE;467;61921010;-3,8478597;-38,611727
316;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM SANTA EMILIA;RUA GIUSEPPE BIBIENA;254;04183020;-23,6433974;-46,5976786
317;Região Nordeste;PE;Pernambuco;RECIFE;SANTO ANTONIO;RUA MARQUES DO HERVAL;167;50020901;-8,0663018;-34,8819277
318;Região Sul;SC;Santa Catarina;BLUMENAU;ASILO;RUA APOLONIA VON BUETTNER;560;89037020;-26,9063866;-49,0968304
319;Região Sudeste;SP;São Paulo;LINS;JUNQUEIRA;RUA MINAS GERAIS;878;16403134;-21,6817079;-49,7407169
320;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;LAGOA DA CONCEICAO;RUA HENRIQUE VERA DO NASCIMENTO;395;88062020;-27,5953778;-48,5480499
321;Região Nordeste;SE;Sergipe;ARACAJU;COROA DO MEIO;AVENIDA MARIO JORGE MENEZES VIEIRA;800;49035240;-10,947987;-37,045653
322;Região Sudeste;SP;São Paulo;NUPORANGA;CENTRO;RUA VOLUNTARIO ETELVINO BORGES;674;14670000;-20,7304489;-47,7528331
323;Região Sudeste;MG;Minas Gerais;MONTES CLAROS;ALTEROSAS;RUA DA FRATERNIDADE;691;39403022;-16,7664647;-43,8626339
324;Região Sul;PR;Paraná;OURO VERDE DO OESTE;CENTRO;AVMD BELO HORIZONTE;228;85933000;-24,7740823;-53,9023748
325;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;CENTRO;RUA ANGELO LA PORTA;76;88020600;-27,5883983;-48,5421754
326;Região Centro-Oeste;MS;Mato Grosso do Sul;ARAL MOREIRA;CENTRO;RUA TRINTA E UM DE MARCO;460;79930970;-22,9503292;-55,6265331
327;Região Norte;RR;Roraima;BOA VISTA;BELA VISTA;RUA BRILHO DO SOL;1546;69316128;2,7688237;-60,72572
328;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;ENGENHO NOGUEIRA;RUA PROFESSOR JOSE VIEIRA DE MENDONCA;1121;31310260;-19,8825589;-43,9791395
329;Região Nordeste;CE;Ceará;FORTALEZA;ALDEOTA;AVENIDA PRESIDENTE KENNEDY;3330;60355425;-3,7043863;-38,5791784
330;Região Nordeste;BA;Bahia;PLANALTO;CENTRO;AVENIDA JOHN KENNEDY;508D;45190000;-14,6603923;-40,4788747
331;Região Sudeste;SP;São Paulo;VARZEA PAULISTA;JARDIM AMERICA III;AVENIDA PACAEMBU;3217;13222305;-23,2107065;-46,8311254
332;Região Sudeste;RJ;Rio de Janeiro;SAO GONCALO;MUTUA;RUA RICARDO DOS SANTOS;35;24461150;-22,8097833;-43,0349971
333;Região Sudeste;RJ;Rio de Janeiro;PETROPOLIS;QUITANDINHA;RUA VASSOURAS;47;25650500;-22,5314549;-43,2249532
334;Região Sul;RS;Rio Grande do Sul;VENANCIO AIRES;CENTRO;ACESSO IMPERATRIS DONA LEOPOLDINA;3428;95800000;-29,6306693;-52,1962817
335;Região Sudeste;SP;São Paulo;FLORIDA PAULISTA;CENTRO;AVENIDA JOSE FROIO;65;17830000;-21,6148283;-51,1716156
336;Região Norte;PA;Pará;CAPANEMA;DOM JOAO VI;AVENIDA JOAO PAULO II;1710;68700050;-1,2035534;-47,178546
337;Região Sul;PR;Paraná;SALTO DO LONTRA;COLINA VERDE;RUA PONTA GROSSA;585;85670000;-25,7808413;-53,3124157
338;Região Nordeste;BA;Bahia;BARREIRAS;LOTEAMENTO FLAMENGO;QUADRA B;;47802470;-12,1359946;-44,9880446
339;Região Sul;SC;Santa Catarina;GASPAR;7 DE SETEMBRO;RUA MANOEL BITTENCOURT;122;89110000;-26,9268182;-48,9430069
340;Região Sudeste;SP;São Paulo;CAMPINAS;JARDIM LEONOR;AVENIDA ANGELO SIMOES;1216;13042010;-22,925969;-47,057666
341;Região Sudeste;SP;São Paulo;TUPA;AFONSO XIII;ESTANCIA HS;SN;17600970;-21,9340017;-50,5195856
342;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;AGUAS CLARAS;ADE CONJUNTO 4;SN;71986000;-15,801519;-47,860297
343;Região Sul;RS;Rio Grande do Sul;RIO GRANDE;POVO NOVO 3 DISTR;RUA EST R GRANDE PEL BR;392;96209030;-32,0319414;-52,0996074
9964;Região Norte;PA;Pará;BELEM;AGUAS NEGRAS ICOARACI;PASSAGEM AGUAS NEGRAS;216;66822430;-1,3048257;-48,458114
345;Região Sudeste;SP;São Paulo;SAO PAULO;CAMBUCI;RUA CLIMACO BARBOSA;813;01523000;-23,5669899;-46,6136048
346;Região Sudeste;SP;São Paulo;POA;NOVA POA;RUA CAPITAO PEDRO ESPERIDIAO HOFFER;665;08568700;-23,554702;-46,349357
347;Região Sudeste;SP;São Paulo;CHAVANTES;JARDIM DAS PAINEIRAS;RUA CORONEL MANOEL FERREIRA;989;18970000;-23,0362024;-49,7045395
348;Região Sudeste;SP;São Paulo;BOM SUCESSO DE ITARARE;CDHU;RUA OTACILIO MARTINHO RIBEIRO;140;18475000;-24,3189285;-49,1442631
349;Região Nordeste;CE;Ceará;FORTALEZA;CENTRO;AVENIDA MONSENHOR TABOSA;200;60165010;-3,7238197;-38,5175386
350;Região Sudeste;SP;São Paulo;SAO PAULO;CANGAIBA;RUA HUGO WOLF;291;03720130;-23,5027819;-46,5278183
351;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;CEILANDIA;QNP 14 CONJUNTO U;;72231421;-15,801519;-47,860297
352;Região Sudeste;SP;São Paulo;PRAIA GRANDE;BALNEARIO JAPURA;AVENIDA ILDA ROSA DA CUNHA;19;11714010;-24,0309562;-46,5094784
353;Região Norte;PA;Pará;CURUCA;CENTRO;RUA GONCALO FERREIRA;125;68750000;-0,7398782;-47,851888
354;Região Sudeste;SP;São Paulo;PIRAPORA DO BOM JESUS;VILA NOVA;RUA JOAO DE OLIVEIRA;27;06550000;-23,3974507;-47,0024503
355;Região Sudeste;SP;São Paulo;SAO PAULO;VILA NOVA CACHOEIRINHA;RUA JOSE FREDERICO;64;02765070;-23,4770379;-46,6715733
356;Região Sudeste;MG;Minas Gerais;PATOS DE MINAS;CENTRO;RUA MAJOR GOTE;1530;38700001;-18,5969035;-46,515103
357;Região Sudeste;SP;São Paulo;SANTOS;VILA MATIAS;AVENIDA ANA COSTA;100;11060000;-23,9480507;-46,3308416
358;Região Nordeste;PE;Pernambuco;RECIFE;CASA AMARELA;RUA BELA VISTA;152;52051310;-8,0130541;-34,915064
359;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM ELIZA;RUA MANUEL PINTO;510;05776460;-23,6333537;-46,7475325
360;Região Centro-Oeste;GO;Goiás;SANTA TEREZA DE GOIAS;VILA NOVA;RUA VILA NOVA;SN;76480000;-13,7142488;-49,0148451
361;Região Sudeste;SP;São Paulo;SAO CAETANO DO SUL;CENTRO;RUA MANOEL COELHO;600;09510100;-23,6150417;-46,5731398
362;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;TAGUATINGA;CNB;14;71920540;-15,801519;-47,860297
363;Região Sudeste;ES;Espírito Santo;ALEGRE;GUARAREMA;RUA ROBERT KENNEDY;SN;29500000;-20,7627978;-41,5323939
364;Região Sudeste;SP;São Paulo;SAO PAULO;INTERLAGOS;AVENIDA INTERLAGOS;6477;04777001;-23,702852;-46,7017213
365;Região Centro-Oeste;MS;Mato Grosso do Sul;SAO GABRIEL DO OESTE;CENTRO;RUA PARANA;1390;79490000;-19,3961716;-54,5710608
366;Região Sudeste;MG;Minas Gerais;CAMANDUCAIA;CRUZEIRO;RUA CRUZADOR DAS ALMAS;SN;37650000;-22,748659;-46,1352278
367;Região Sudeste;SP;São Paulo;LOUVEIRA;SANTO ANTONIO;AVENIDA RICIERI CHIQUETTO;1145;13290000;-23,0908607;-46,9840984
368;Região Sudeste;MG;Minas Gerais;UBERLANDIA;NOSSA SENHORA APARECIDA;RUA CAIAPONIA;36;38400764;-18,915872;-48,2727474
369;Região Nordeste;PE;Pernambuco;RECIFE;BRASILIA TEIMOSA;RUA BRAZOPOLIS;12;51010220;-8,0886233;-34,8803943
370;Região Sudeste;MG;Minas Gerais;ENTRE RIOS DE MINAS;CACHOEIRA;RUA LAGOA DOURADA;514;35490000;-20,675824;-44,0619326
371;Região Sudeste;MG;Minas Gerais;RIO DO PRADO;CENTRO;RUA JOAQUIM JOSE DE SOUZA;37;39940000;-16,6950288;-40,5737316
372;Região Sudeste;SP;São Paulo;RIBEIRAO PRETO;JARDIM AMERICA;AVENIDA PRESIDENTE VARGAS;2121;14020260;-21,2062178;-47,8105965
373;Região Sudeste;RJ;Rio de Janeiro;GUAPIMIRIM;CENTRO;RUA MANGARATIBA;20;25946088;-22,5181523;-42,9751319
