sk_ramo_atividade;cd_cnae;de_ramo;de_divisao;cd_atividade;de_atividade
4213;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299099;IMPRESSAO DE MATERIAL PARA OUTROS USOS
1657;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4543900;COMERCIO VAREJISTA DE LUBRIFICANTES
772;47;Varejo;COMÉRCIO VAREJISTA;4721102;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
773;47;Varejo;COMÉRCIO VAREJISTA;4763604;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
774;47;Varejo;COMÉRCIO VAREJISTA;4782201;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
4214;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299003;FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS
2819;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8129000;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
775;47;Varejo;COMÉRCIO VAREJISTA;4744099;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS
4730;28;Siderúrgica-Metalurgia;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2822402;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS
2200;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412602;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA
2989;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0161003;SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA
2933;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0119999;CRIACAO DE BOVINOS PARA CORTE
3702;63;Indústria Digital;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS
776;47;Varejo;COMÉRCIO VAREJISTA;4744004;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING
2835;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8121400;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA
777;47;Varejo;COMÉRCIO VAREJISTA;4763603;CHAVEIROS
1412;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8220200;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS
4729;28;Siderúrgica-Metalurgia;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2832100;FABRICACAO DE EQUIPAMENTOS PARA IRRIGACAO AGRICOLA, PECAS E ACESSORIOS
325;47;Varejo;COMÉRCIO VAREJISTA;4781400;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO
778;47;Varejo;COMÉRCIO VAREJISTA;4761003;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
3191;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8650006;ATIVIDADES DE TERAPIA OCUPACIONAL
3501;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6209100;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
1996;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4689302;COMERCIO ATACADISTA DE FIOS E FIBRAS BENEFICIADOS
3295;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7731400;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
3266;59;Telecom;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";5911199;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR
2029;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4613300;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
1336;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319001;CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES
1299;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319002;PROMOCAO DE VENDAS
3534;31;Bens de Consumo;FABRICAÇÃO DE MÓVEIS;3101200;COMERCIO VAREJISTA DE MOVEIS
779;47;Varejo;COMÉRCIO VAREJISTA;4789099;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS
1605;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520007;MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE
3544;31;Bens de Consumo;FABRICAÇÃO DE MÓVEIS;3101200;COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS
4009;16;Bens de Consumo;FABRICAÇÃO DE PRODUTOS DE MADEIRA;1622602;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS
2784;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8130300;DESIGN DE INTERIORES
4237;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3211601;LAPIDACAO DE GEMAS
3254;59;Telecom;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";5911199;ATIVIDADES DE ARTISTAS PLASTICOS, JORNALISTAS INDEPENDENTES E ESCRITORES
780;47;Varejo;COMÉRCIO VAREJISTA;4761001;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
4251;35;Energia;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;3511501;GERACAO DE ENERGIA ELETRICA
781;47;Varejo;COMÉRCIO VAREJISTA;4789099;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
3499;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6209100;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
2202;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1411801;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
2433;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL
337;47;Varejo;COMÉRCIO VAREJISTA;4712100;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
782;47;Varejo;COMÉRCIO VAREJISTA;4724500;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
2482;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330402;SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO
783;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS
784;47;Varejo;COMÉRCIO VAREJISTA;4713002;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
2435;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330402;LIMPEZA EM PREDIOS E EM DOMICILIOS
2509;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330499;OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE
785;47;Varejo;COMÉRCIO VAREJISTA;4785799;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
786;47;Varejo;COMÉRCIO VAREJISTA;4744099;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
787;47;Varejo;COMÉRCIO VAREJISTA;4722901;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
4252;20;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS QUÍMICOS;2092402;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE
3500;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO
1428;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
636;47;Varejo;COMÉRCIO VAREJISTA;4754701;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
1734;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;COMERCIO VAREJISTA DE MATERIAL ELETRICO
2515;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4313400;INSTALACAO E MANUTENCAO ELETRICA
4193;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3292201;FACCAO DE ROUPAS PROFISSIONAIS
4247;35;Energia;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;3512300;DISTRIBUICAO DE ENERGIA ELETRICA
4323;23;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;2330302;FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA
1433;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8211300;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE
3081;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0133404;ATIVIDADES DE APOIO A PRODUCAO FLORESTAL
2193;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1414200;FACCAO DE ROUPAS INTIMAS
703;47;Varejo;COMÉRCIO VAREJISTA;4754702;COMERCIO VAREJISTA DE MOVEIS
3963;13;Têxteis;FABRICAÇÃO DE PRODUTOS TÊXTEIS;1352900;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS
3078;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0152101;CULTIVO DE MILHO
1543;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4511103;COMERCIO ATACADISTA DE EQUIPAMENTOS ELETRICOS DE USO PESSOAL E DOMESTICO
2634;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL
3517;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6209100;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
2209;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412602;COMERCIO VAREJISTA DE CALCADOS
4098;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3329599;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
3051;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;CULTIVO DE ALGODAO HERBACEO
788;47;Varejo;COMÉRCIO VAREJISTA;4789099;MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
789;47;Varejo;COMÉRCIO VAREJISTA;4721104;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
3421;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6810202;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM
3109;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;CULTIVO DE PINUS
175;47;Varejo;COMÉRCIO VAREJISTA;4789001;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
3340;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7739099;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
790;47;Varejo;COMÉRCIO VAREJISTA;4744002;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS
1431;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8211300;PERFURACAO E CONSTRUCAO DE POCOS DE AGUA
791;47;Varejo;COMÉRCIO VAREJISTA;4751200;COMERCIO VAREJISTA DE LUBRIFICANTES
263;47;Varejo;COMÉRCIO VAREJISTA;4772500;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
3201;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8640211;SERVICOS DE RADIOTERAPIA
2282;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9430800;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
792;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
2947;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0116499;CULTIVO DE OUTRAS FIBRAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE
2971;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0134200;CRIACAO DE FRANGOS PARA CORTE
2637;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330401;OBRAS DE ALVENARIA
793;47;Varejo;COMÉRCIO VAREJISTA;4782201;FABRICACAO DE CALCADOS DE COURO
2116;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9313100;GESTAO DE INSTALACOES DE ESPORTES
4315;23;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;2391503;APARELHAMENTO DE PLACAS E EXECUCAO DE TRABALHOS EM MARMORE, GRANITO, ARDOSIA E OUTRAS PEDRAS
4170;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5250801;ATIVIDADES DE DESPACHANTES ADUANEIROS
1347;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319003;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE
2007;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4614100;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES
3507;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6201501;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
1988;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4673700;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
1548;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520004;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
2184;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1413401;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
2480;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
1656;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520002;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES
2617;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4313400;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR
3245;59;Telecom;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";5914600;DISTRIBUICAO CINEMATOGRAFICA, DE VIDEO E DE PROGRAMAS DE TELEVISAO
1698;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530705;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES
2995;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0134200;CRIACAO DE BOVINOS PARA CORTE
794;47;Varejo;COMÉRCIO VAREJISTA;4722901;FABRICACAO DE PRODUTOS DE CARNE
2131;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9329899;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
4561;17;Papel e Celulose;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;1731100;FABRICACAO DE EMBALAGENS DE PAPEL
795;47;Varejo;COMÉRCIO VAREJISTA;4723700;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
1544;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520007;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES
1930;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4639701;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL
376;47;Varejo;COMÉRCIO VAREJISTA;4789007;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO
1549;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES
4520;90;Serviços Diversos;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;9001906;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
3339;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7739002;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS
255;47;Varejo;COMÉRCIO VAREJISTA;4744099;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
796;47;Varejo;COMÉRCIO VAREJISTA;4789008;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
797;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM
798;47;Varejo;COMÉRCIO VAREJISTA;4789004;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES
3467;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7120100;TESTES E ANALISES TECNICAS
3487;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7112000;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
4229;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299099;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
799;47;Varejo;COMÉRCIO VAREJISTA;4755503;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
266;47;Varejo;COMÉRCIO VAREJISTA;4771702;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS
1520;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9603304;SERVICOS DE SEPULTAMENTO
1964;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4662100;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS
800;47;Varejo;COMÉRCIO VAREJISTA;4753900;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM
3018;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0113000;CULTIVO DE MILHO
3661;49;Transporte;TRANSPORTE TERRESTRE;4930201;LIMPEZA EM PREDIOS E EM DOMICILIOS
801;47;Varejo;COMÉRCIO VAREJISTA;4772500;REPARACAO DE BICICLETAS, TRICICLOS E OUTROS VEICULOS NAOMOTORIZADOS
802;47;Varejo;COMÉRCIO VAREJISTA;4754701;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS
2306;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9499500;PROVEDORES DE ACESSO AS REDES DE COMUNICACOES
2567;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4313400;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO
803;47;Varejo;COMÉRCIO VAREJISTA;4785799;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
804;47;Varejo;COMÉRCIO VAREJISTA;4763601;FABRICACAO DE OUTROS BRINQUEDOS E JOGOS RECREATIVOS NAO ESPECIFICADOS ANTERIORMENTE
4373;58;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;5813100;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
3694;66;Bens de Capital;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;6612605;AGENTES DE INVESTIMENTOS EM APLICACOES FINANCEIRAS
805;47;Varejo;COMÉRCIO VAREJISTA;4763603;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
4462;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2542000;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES
1697;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520007;COMERCIO VAREJISTA DE LUBRIFICANTES
3435;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6810201;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE
807;47;Varejo;COMÉRCIO VAREJISTA;4751200;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
808;47;Varejo;COMÉRCIO VAREJISTA;4729699;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS
1268;47;Varejo;COMÉRCIO VAREJISTA;4782202;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR
1654;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;CHAVEIROS
2832;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8121400;OBRAS DE TERRAPLENAGEM
809;47;Varejo;COMÉRCIO VAREJISTA;4732600;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
810;47;Varejo;COMÉRCIO VAREJISTA;4742300;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
811;47;Varejo;COMÉRCIO VAREJISTA;4744002;COMERCIO VAREJISTA DE MATERIAL ELETRICO
3310;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7729202;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
